Date,Predicted_Close
2022-03-25,33.39493
2022-03-26,33.656162
2022-03-27,33.814445
2022-03-28,33.91782
2022-03-29,33.99097
2022-03-30,34.04681
2022-03-31,34.09234
2022-04-01,34.1315
2022-04-02,34.16664
2022-04-03,34.199234
